,gene_id,chr,start,end,padj_OW_4DPA,padj_CW_4DPA,padj_C2W_4DPA,padj_OW_8DPA,padj_CW_8DPA,padj_C2W_8DPA
422,TraesCS5A02G098200,chr5A,139510702,139516780,1.60E-19,2.08E-19,3.23E-20,4.31E-13,9.90E-12,2.75E-12
423,TraesCS5A02G098300,chr5A,139681714,139686449,1.87E-18,5.12E-19,5.42E-19,4.66E-05,5.93E-07,1.59E-05
424,TraesCS5A02G098600,chr5A,139893093,139894054,0.000294759,0.001065992,0.000729438,0.00188425,0.001168184,0.000377985
425,TraesCS5A02G098700,chr5A,139927164,139938342,3.22E-62,1.12E-63,5.17E-60,6.29E-33,1.85E-30,2.26E-31
426,TraesCS5A02G098800,chr5A,140591249,140596502,0.000328886,0.00050391,4.86E-05,0.001668313,0.002514332,0.004910934
427,TraesCS5A02G098900,chr5A,141025531,141027917,6.42E-05,0.000122631,3.66E-05,2.90E-06,6.93E-05,0.000206903
428,TraesCS5A02G099100,chr5A,141069082,141075848,1.68E-10,5.99E-11,3.58E-11,2.15E-09,1.29E-09,1.78E-09
429,TraesCS5A02G099200,chr5A,141877408,141882304,4.29E-09,4.59E-09,1.93E-09,1.41E-07,3.02E-07,3.82E-07
430,TraesCS5A02G099300,chr5A,141883266,141889354,1.91E-06,1.45E-07,3.53E-08,4.57E-07,1.52E-06,7.81E-08
431,TraesCS5A02G099600,chr5A,142839683,142843862,1.90E-05,8.70E-06,6.26E-06,2.75E-05,4.74E-07,5.32E-06
432,TraesCS5A02G099800,chr5A,143023050,143033811,1.91E-09,3.40E-09,7.77E-10,1.18E-09,1.35E-09,3.21E-10
433,TraesCS5A02G099900,chr5A,143349983,143351835,1.83E-05,3.24E-05,5.20E-06,4.19E-05,0.000602935,0.000156406
434,TraesCS5A02G100000,chr5A,143551585,143553030,0.000473716,0.000529706,0.002358416,NA,NA,NA
435,TraesCS5A02G100100,chr5A,143570188,143586763,5.70E-12,3.62E-12,1.77E-12,1.55E-11,7.57E-11,2.21E-11
436,TraesCS5A02G100200,chr5A,143657866,143660623,0.00101467,0.000240854,0.000110485,5.17E-05,0.000143345,0.000269055
437,TraesCS5A02G100300,chr5A,144384622,144387864,3.15E-07,5.74E-08,1.36E-08,6.16E-11,1.08E-10,6.81E-11
438,TraesCS5A02G100500,chr5A,145660384,145667270,1.37E-08,8.46E-09,3.14E-08,6.74E-06,3.71E-06,3.78E-05
439,TraesCS5A02G100600,chr5A,145677520,145681535,1.71E-22,8.30E-24,4.16E-23,2.62E-08,8.96E-12,4.69E-09
440,TraesCS5A02G100700,chr5A,145741490,145752245,9.57E-10,6.86E-10,2.40E-10,3.61E-11,2.09E-11,2.77E-11
441,TraesCS5A02G101200,chr5A,148052725,148059715,6.88E-20,1.16E-19,3.92E-20,3.08E-23,3.17E-22,1.29E-22
442,TraesCS5A02G101300,chr5A,148229361,148235546,1.66E-11,5.91E-12,3.21E-12,2.21E-09,1.97E-09,2.81E-09
443,TraesCS5A02G101600,chr5A,150350749,150354159,5.18E-07,1.03E-05,8.26E-07,9.10E-07,6.90E-06,4.33E-07
444,TraesCS5A02G101700,chr5A,150392653,150402285,9.06E-11,1.62E-10,4.95E-11,2.57E-19,1.55E-17,4.78E-18
445,TraesCS5A02G101800,chr5A,151244712,151247914,2.06E-06,1.57E-06,1.05E-06,2.79E-07,1.15E-07,5.77E-08
446,TraesCS5A02G101900,chr5A,151252130,151259019,9.08E-56,4.44E-54,2.66E-63,6.80E-46,1.10E-56,2.64E-37
447,TraesCS5A02G102000,chr5A,151732800,151736140,3.61E-12,7.63E-12,1.52E-12,4.73E-09,2.29E-08,4.91E-09
448,TraesCS5A02G102300,chr5A,155590440,155592258,1.11E-07,6.41E-08,2.41E-08,9.97E-06,2.11E-05,2.12E-05
449,TraesCS5A02G102500,chr5A,156224947,156228497,4.64E-11,7.55E-11,9.66E-12,1.73E-06,6.60E-07,2.08E-06
450,TraesCS5A02G102600,chr5A,156946409,156949848,4.31E-06,5.53E-06,7.06E-08,NA,NA,NA
451,TraesCS5A02G102800,chr5A,158246495,158251817,7.41E-05,2.21E-05,1.63E-06,0.002676217,0.001305294,7.10E-05
452,TraesCS5A02G103100,chr5A,158930849,158932653,3.41E-10,4.30E-10,1.23E-11,2.56E-07,4.12E-09,3.90E-09
453,TraesCS5A02G103400,chr5A,159532756,159535643,2.09E-06,3.07E-06,1.42E-06,2.58E-06,4.10E-06,6.95E-07
454,TraesCS5A02G103500,chr5A,161909753,161918475,9.33E-08,2.29E-08,1.16E-08,1.29E-07,3.56E-07,1.85E-07
455,TraesCS5A02G103800,chr5A,164135224,164160133,6.54E-11,5.78E-11,1.91E-11,7.61E-07,2.56E-06,1.71E-06
456,TraesCS5A02G103900,chr5A,165327959,165335472,7.35E-05,7.39E-05,6.87E-05,0.000981936,0.00074764,0.001543334
457,TraesCS5A02G104000,chr5A,167115588,167118478,1.05E-34,8.79E-33,1.91E-38,2.72E-21,8.85E-22,2.22E-22
458,TraesCS5A02G104500,chr5A,168840950,168868332,3.26E-08,5.47E-08,2.95E-08,2.45E-06,2.69E-06,1.15E-06
459,TraesCS5A02G104800,chr5A,169184750,169188330,5.82E-57,4.43E-55,1.00E-55,3.14E-25,1.94E-22,3.35E-21
460,TraesCS5A02G104900,chr5A,169295225,169300188,3.91E-05,9.72E-06,2.08E-05,3.37E-05,5.83E-05,3.79E-05
461,TraesCS5A02G105100,chr5A,169308045,169311493,2.31E-11,2.30E-11,1.13E-10,1.58E-05,2.41E-06,3.41E-05
462,TraesCS5A02G105200,chr5A,169621535,169623277,2.52E-08,1.41E-07,3.00E-08,6.06E-09,1.49E-08,3.78E-09
463,TraesCS5A02G105400,chr5A,169810766,169816871,1.70E-05,4.66E-05,6.12E-06,0.000214863,8.59E-05,3.55E-05
464,TraesCS5A02G105700,chr5A,170091108,170098966,0.000136064,0.000101266,0.000261498,0.000626613,0.000372077,3.26E-05
465,TraesCS5A02G105800,chr5A,170099222,170100880,3.73E-84,1.84E-83,5.67E-90,2.04E-54,1.97E-56,5.17E-54
466,TraesCS5A02G105900,chr5A,170833537,170863819,7.88E-21,4.59E-21,9.63E-22,4.48E-11,1.86E-10,2.65E-11
467,TraesCS5A02G106000,chr5A,172461169,172467837,3.14E-13,1.75E-14,3.08E-16,1.96E-09,1.68E-08,1.55E-09
468,TraesCS5A02G106100,chr5A,173099775,173136077,8.56E-11,2.86E-12,2.71E-11,1.49E-06,2.08E-07,8.33E-08
469,TraesCS5A02G106200,chr5A,174261632,174291964,5.55E-48,1.83E-49,8.91E-46,4.55E-71,3.33E-66,8.31E-67
470,TraesCS5A02G106300,chr5A,174573803,174603277,3.64E-10,2.44E-10,7.09E-11,1.00E-10,8.64E-11,4.00E-11
471,TraesCS5A02G106400,chr5A,175831813,175836746,4.69E-12,1.60E-12,1.70E-13,4.93E-07,3.43E-07,1.97E-07
472,TraesCS5A02G106500,chr5A,176445823,176449332,5.67E-10,5.85E-10,1.57E-09,1.45E-12,3.19E-11,9.69E-12
473,TraesCS5A02G106900,chr5A,177596034,177625169,1.45E-29,5.14E-33,2.49E-31,1.16E-35,2.73E-29,6.82E-29
474,TraesCS5A02G107200,chr5A,180356888,180370750,2.54E-07,6.52E-07,2.84E-07,2.15E-05,1.93E-05,3.25E-06
475,TraesCS5A02G107300,chr5A,180991726,180996500,2.03E-10,4.85E-11,7.08E-11,1.36E-05,1.58E-05,3.07E-05
476,TraesCS5A02G107400,chr5A,183423076,183437039,2.15E-08,2.03E-08,8.45E-08,2.12E-07,1.79E-07,7.75E-08
477,TraesCS5A02G107500,chr5A,184017738,184020783,3.68E-05,1.42E-05,5.45E-06,1.24E-05,2.12E-05,7.11E-05
478,TraesCS5A02G107600,chr5A,184228812,184234803,1.29E-08,3.01E-08,1.86E-08,6.39E-09,9.40E-09,8.84E-09
479,TraesCS5A02G107700,chr5A,185647819,185654419,2.08E-10,2.12E-10,1.06E-10,1.42E-06,4.49E-07,5.87E-07
480,TraesCS5A02G107800,chr5A,188991164,188995479,1.37E-14,6.64E-15,1.76E-14,9.33E-14,5.43E-14,7.50E-14
481,TraesCS5A02G107900,chr5A,191035649,191040409,8.78E-23,3.75E-23,2.78E-24,8.72E-19,5.35E-18,2.40E-18
482,TraesCS5A02G108000,chr5A,191091856,191093655,3.07E-30,5.88E-28,6.94E-26,2.34E-22,1.57E-24,3.25E-22
483,TraesCS5A02G108300,chr5A,192422267,192429051,1.36E-10,1.48E-11,8.15E-13,1.16E-08,1.53E-10,1.82E-09
484,TraesCS5A02G108400,chr5A,193918501,193921912,4.72E-06,2.54E-06,2.49E-05,5.61E-05,1.93E-05,1.63E-05
485,TraesCS5A02G108500,chr5A,194451374,194456391,3.27E-05,1.88E-05,1.07E-05,NA,NA,NA
486,TraesCS5A02G108700,chr5A,195628459,195645102,5.46E-19,8.42E-20,1.26E-17,2.61E-11,8.94E-12,3.20E-11
487,TraesCS5A02G109000,chr5A,197210426,197213750,2.16E-12,8.66E-13,4.69E-13,2.62E-07,1.26E-07,2.26E-07
488,TraesCS5A02G109100,chr5A,197214536,197216624,0.00070039,0.000241795,0.001735597,NA,NA,NA
489,TraesCS5A02G109200,chr5A,197218625,197222464,1.33E-15,1.45E-15,7.10E-16,8.05E-13,7.06E-13,6.07E-12
490,TraesCS5A02G109400,chr5A,199214631,199231315,4.43E-06,1.98E-07,2.20E-07,1.04E-06,4.35E-06,2.00E-06
491,TraesCS5A02G109500,chr5A,203474378,203484506,5.11E-09,1.07E-09,1.46E-09,2.28E-07,2.09E-07,5.77E-07
492,TraesCS5A02G109600,chr5A,204996408,205013771,5.15E-08,2.92E-08,8.21E-08,0.000214863,0.000109419,0.000106953
493,TraesCS5A02G109900,chr5A,206724676,206732032,1.64E-21,3.76E-22,2.71E-22,2.25E-22,6.86E-23,1.61E-22
494,TraesCS5A02G110300,chr5A,208746314,208747246,8.13E-14,6.85E-13,5.22E-13,7.20E-10,1.25E-10,1.22E-10
495,TraesCS5A02G110400,chr5A,209687806,209704739,1.73E-28,1.19E-29,1.38E-27,3.86E-19,1.47E-22,2.40E-18
496,TraesCS5A02G110600,chr5A,210477230,210488264,1.07E-13,2.52E-14,3.55E-15,4.18E-09,1.55E-08,3.27E-09
497,TraesCS5A02G110700,chr5A,210833741,210849473,1.21E-10,4.60E-11,2.24E-11,9.00E-10,1.58E-10,6.23E-10
498,TraesCS5A02G110900,chr5A,211612332,211639797,1.12E-06,4.96E-07,2.93E-05,7.64E-05,2.87E-05,0.000880921
499,TraesCS5A02G111000,chr5A,212218414,212221978,9.79E-09,4.44E-09,3.68E-09,3.07E-08,4.78E-08,5.82E-08
500,TraesCS5A02G111400,chr5A,214913984,214921279,2.42E-17,4.58E-17,5.80E-18,3.33E-21,2.07E-22,9.22E-23
501,TraesCS5A02G111600,chr5A,214955192,214955738,8.64E-07,2.41E-06,5.98E-07,4.44E-08,7.04E-07,1.51E-07
502,TraesCS5A02G111700,chr5A,215475117,215485009,3.31E-06,2.54E-06,1.40E-06,2.60E-05,1.52E-05,6.10E-06
503,TraesCS5A02G111900,chr5A,216688691,216693623,2.86E-22,1.70E-23,1.48E-23,8.16E-05,1.70E-05,4.34E-05
504,TraesCS5A02G112000,chr5A,216960712,216961465,0.003641833,0.001953624,0.000509278,0.000426569,0.003628474,0.000801365
505,TraesCS5A02G112200,chr5A,218602108,218609396,0.004952804,0.001983248,0.001173944,0.00025677,0.000205891,0.000189099
506,TraesCS5A02G112300,chr5A,218990276,218994800,2.63E-09,9.90E-09,2.43E-09,1.17E-07,5.01E-08,4.44E-08
507,TraesCS5A02G112400,chr5A,219642857,219645422,4.71E-65,3.08E-65,8.31E-67,3.28E-35,4.66E-36,2.70E-34
508,TraesCS5A02G112900,chr5A,220953085,220963905,1.36E-05,8.22E-06,8.69E-06,1.94E-06,2.76E-06,1.56E-06
509,TraesCS5A02G113000,chr5A,222586441,222611814,0.000708079,0.000556422,0.000365515,0.003213861,0.006874024,0.001427181
510,TraesCS5A02G113100,chr5A,224686635,224692300,2.08E-08,1.88E-08,1.63E-08,4.65E-09,5.30E-09,8.34E-09
511,TraesCS5A02G113400,chr5A,225244813,225248128,0.00238552,0.000667063,0.00159258,NA,NA,NA
512,TraesCS5A02G113500,chr5A,225596738,225609525,4.71E-11,2.13E-11,7.84E-12,1.68E-09,6.08E-09,8.81E-09
513,TraesCS5A02G113700,chr5A,225779491,225790830,5.73E-10,5.85E-10,1.37E-11,5.92E-06,7.04E-07,1.81E-07
514,TraesCS5A02G113800,chr5A,226793347,226796946,0.000454379,0.000667063,0.000679196,NA,NA,NA
515,TraesCS5A02G114000,chr5A,227706799,227713716,1.51E-07,6.41E-08,2.39E-07,4.80E-06,3.11E-06,3.70E-06
516,TraesCS5A02G114200,chr5A,227925555,227931661,2.24E-20,2.24E-20,9.36E-22,8.91E-13,2.65E-15,8.11E-13
517,TraesCS5A02G114400,chr5A,228886188,228893799,5.28E-12,9.58E-12,6.38E-12,2.94E-10,2.59E-12,6.20E-11
518,TraesCS5A02G114600,chr5A,229501634,229515637,7.72E-08,1.45E-08,8.21E-08,0.001212595,0.000755972,0.000448256
519,TraesCS5A02G114800,chr5A,229921502,229924183,4.36E-25,4.66E-21,3.56E-26,5.87E-18,3.56E-17,1.50E-16
520,TraesCS5A02G115000,chr5A,230067733,230072663,4.59E-12,6.96E-13,5.68E-12,2.77E-09,2.33E-09,4.46E-09
521,TraesCS5A02G115100,chr5A,230453239,230454979,3.12E-11,4.85E-11,4.85E-10,1.15E-07,1.13E-06,3.32E-07
522,TraesCS5A02G115200,chr5A,230809102,230818920,3.88E-29,1.28E-29,1.15E-27,6.61E-32,3.72E-28,5.17E-32
523,TraesCS5A02G115300,chr5A,231297277,231308467,8.39E-06,7.62E-06,2.08E-06,1.65E-06,0.000118416,6.67E-06
524,TraesCS5A02G115400,chr5A,232831921,232840651,4.69E-27,9.42E-24,4.47E-37,8.62E-20,8.30E-22,2.79E-21
525,TraesCS5A02G115900,chr5A,236871312,236880599,9.52E-05,0.000125496,2.36E-05,1.49E-06,9.41E-07,1.16E-06
526,TraesCS5A02G120200,chr5A,255599445,255621570,4.56E-09,2.63E-09,2.42E-09,7.45E-08,1.12E-08,1.19E-07
527,TraesCS5A02G120600,chr5A,258034259,258063964,1.15E-05,4.26E-06,3.19E-06,5.64E-05,2.52E-06,3.28E-06
528,TraesCS5A02G147100,chr5A,324483649,324486810,1.67E-05,3.46E-05,2.33E-05,3.06E-05,7.86E-05,2.51E-05
529,TraesCS5D02G039400,chr5D,40715724,40719151,3.67E-07,2.41E-07,6.65E-07,NA,NA,NA
530,TraesCS7A02G561300,chr7A,732507823,732513610,1.85E-05,6.15E-06,4.87E-06,0.000727129,0.002026989,7.59E-05
531,TraesCS7A02G562900,chr7A,733362526,733368237,8.85E-10,1.97E-09,6.84E-10,2.06E-07,1.75E-08,2.77E-06
532,TraesCS7B02G348900,chr7B,605872269,605872565,0.000245328,2.99E-05,1.02E-06,NA,NA,NA
533,TraesCS5A02G003300,chr5A,2414730,2415224,NA,NA,NA,2.02E-38,1.43E-29,1.86E-36
534,TraesCS5A02G003400,chr5A,2421362,2423669,NA,NA,NA,0.00048529,0.001851865,0.000127251
535,TraesCS5A02G004400,chr5A,3085412,3088853,NA,NA,NA,2.11E-05,0.000400012,1.74E-05
536,TraesCS5A02G011900,chr5A,7654994,7655785,NA,NA,NA,8.20E-08,7.52E-06,2.86E-06
537,TraesCS5A02G014000,chr5A,9508948,9510383,NA,NA,NA,2.79E-10,3.53E-09,5.85E-10
538,TraesCS5A02G015200,chr5A,10835189,10837140,NA,NA,NA,1.82E-10,6.55E-08,0.005279648
539,TraesCS5A02G025600,chr5A,20794892,20795553,NA,NA,NA,1.44E-09,8.75E-08,3.90E-10
540,TraesCS5A02G040300,chr5A,36362899,36364144,NA,NA,NA,5.77E-06,1.33E-05,5.50E-06
541,TraesCS5A02G046300,chr5A,41461093,41461879,NA,NA,NA,7.12E-10,4.22E-06,7.97E-08
542,TraesCS5A02G046500,chr5A,41474853,41475200,NA,NA,NA,1.40E-11,9.28E-08,3.96E-11
543,TraesCS5A02G049300,chr5A,45244810,45245895,NA,NA,NA,4.76E-07,1.61E-06,3.25E-07
544,TraesCS5A02G049400,chr5A,45282199,45283228,NA,NA,NA,2.32E-10,5.29E-09,4.28E-08
545,TraesCS5A02G065800,chr5A,72227939,72229854,NA,NA,NA,0.002886503,0.007248018,0.001334948
546,TraesCS5A02G071600,chr5A,81473569,81474584,NA,NA,NA,0.001602779,0.009044156,0.007731658
547,TraesCS5A02G071900,chr5A,82306582,82307539,NA,NA,NA,4.24E-05,0.001182217,2.93E-05
548,TraesCS5A02G074400,chr5A,87426541,87430384,NA,NA,NA,0.00242366,0.000180359,0.000120227
549,TraesCS5A02G074500,chr5A,87891104,87896186,NA,NA,NA,3.58E-09,7.41E-09,1.35E-10
550,TraesCS5A02G075600,chr5A,90927444,90929155,NA,NA,NA,2.21E-07,5.69E-06,6.64E-06
551,TraesCS5A02G087000,chr5A,115740995,115742175,NA,NA,NA,6.89E-07,1.87E-05,3.20E-07
552,TraesCS5A02G089100,chr5A,119226494,119227409,NA,NA,NA,0.000271824,8.48E-05,0.000366273
553,TraesCS5A02G097200,chr5A,137279893,137282910,NA,NA,NA,6.66E-06,3.44E-07,2.19E-07
554,TraesCS5A02G097300,chr5A,138080218,138081189,NA,NA,NA,0.000970657,0.004174404,0.000124416
555,TraesCS5A02G103000,chr5A,158911637,158915159,NA,NA,NA,0.000882595,0.003361629,0.000735141
556,TraesCS5A02G104200,chr5A,168235653,168239092,NA,NA,NA,0.006907193,0.000977014,7.66E-05
